at1,at2,at3,at4,at5,at6,at7,at8,at9,at10,at11,at12,at13,at14,at15,at16,at17,at18,at19,at20,at21,at22,at23,at24,at25,at26,at27,at28,at29,at30,at31,at32,at33,at34,at35,at36,at37,at38,at39,at40,at41,at42,at43,at44,at45,at46,at47,at48,at49,at50,at51,at52,at53,at54,at55,at56,at57,at58,at59,at60,at61,at62,at63,class
0.00293,0.000977,0.018555,0.041016,0,0.001953,0.017578,0.003906,0.005859,0.027344,0.026367,0,0.005859,0.024414,0,0.00293,0.000977,0,0.061523,0.010742,0,0.021484,0.004883,0.000977,0.015625,0.010742,0.043945,0.001953,0.033203,0.005859,0.068359,0.000977,0.006836,0,0.00293,0,0,0.003906,0.05957,0.02832,0.066406,0.003906,0.035156,0.011719,0.00293,0.005859,0.038086,0,0.014648,0.029297,0.005859,0.013672,0.020508,0.067383,0,0,0.00293,0.004883,0.019531,0,0,0.016602,0.006836,0.071289,50
0.001953,0.000977,0.008789,0.044922,0,0.000977,0.006836,0.000977,0.007812,0.016602,0.024414,0,0.012695,0.013672,0,0.013672,0.003906,0.001953,0.029297,0.007812,0,0.019531,0.010742,0.005859,0.042969,0.007812,0.018555,0.00293,0.057617,0.011719,0.056641,0,0.00293,0,0.007812,0,0,0.013672,0.039062,0.025391,0.073242,0.011719,0.050781,0.010742,0.014648,0.005859,0.040039,0,0.012695,0.05957,0,0.014648,0.026367,0.057617,0,0,0.004883,0.003906,0.029297,0,0,0.005859,0.022461,0.035156,50
0.024414,0.00293,0.010742,0.013672,0,0.016602,0.024414,0.018555,0.005859,0.012695,0.003906,0,0.033203,0.012695,0,0.013672,0.00293,0,0.011719,0.017578,0,0.009766,0.030273,0.003906,0.025391,0.000977,0.022461,0.006836,0.047852,0.012695,0.06543,0.00293,0,0.006836,0.011719,0,0.000977,0.02832,0.038086,0.009766,0.010742,0.014648,0.05957,0.014648,0.019531,0.008789,0.05957,0,0.012695,0.039062,0,0.013672,0.005859,0.039062,0.000977,0,0.011719,0.000977,0.022461,0,0,0.000977,0.041016,0.074219,50
0.004883,0.001953,0.008789,0.040039,0,0,0.021484,0.004883,0.001953,0.011719,0.032227,0,0.005859,0.018555,0,0,0.000977,0.007812,0.043945,0.004883,0,0.018555,0.003906,0,0.053711,0.00293,0.058594,0.007812,0.011719,0.008789,0.044922,0,0.000977,0,0.005859,0,0,0.020508,0.064453,0.032227,0.041016,0.008789,0.067383,0.015625,0.005859,0.00293,0.024414,0,0.020508,0.012695,0.007812,0.020508,0.015625,0.06543,0,0,0.004883,0.005859,0.022461,0,0,0.011719,0.030273,0.071289,50
0,0.011719,0.014648,0.042969,0,0.039062,0.000977,0.001953,0.021484,0.019531,0.001953,0,0.023438,0.02832,0,0,0.008789,0,0.003906,0.017578,0,0.000977,0.047852,0.011719,0.02832,0,0.015625,0,0.010742,0.047852,0.037109,0,0.025391,0,0.032227,0,0,0.003906,0.027344,0.027344,0.15625,0.004883,0.081055,0.003906,0.019531,0,0.029297,0,0.027344,0.000977,0,0,0.020508,0.005859,0,0,0.006836,0,0.015625,0,0,0,0.05957,0.015625,51
0,0.000977,0,0.017578,0,0.017578,0,0,0.020508,0,0,0,0.003906,0.058594,0,0,0,0,0.003906,0,0,0.000977,0.003906,0.069336,0.000977,0.040039,0,0,0.003906,0.005859,0.03125,0,0.15332,0,0,0,0.29688,0,0,0.000977,0,0,0,0,0,0,0,0,0.054688,0.00293,0,0.001953,0.10254,0.005859,0,0,0,0.02832,0.009766,0.017578,0,0.00293,0.042969,0,51
0,0.003906,0,0.032227,0,0.025391,0,0,0.021484,0.006836,0,0,0.003906,0.050781,0,0,0.000977,0,0.020508,0.000977,0,0.004883,0.003906,0.073242,0.001953,0.032227,0.000977,0,0.007812,0.015625,0.017578,0,0.19531,0,0.000977,0,0.23926,0,0.000977,0.011719,0.039062,0.000977,0.000977,0,0,0,0.00293,0,0.042969,0.021484,0,0,0.045898,0.015625,0,0,0,0.005859,0.036133,0.000977,0,0.001953,0.011719,0,51
0,0.004883,0.011719,0.032227,0.003906,0.011719,0.004883,0.003906,0.02832,0.006836,0,0,0.018555,0.032227,0,0,0.00293,0,0.003906,0.012695,0,0.004883,0.048828,0.006836,0.011719,0,0.067383,0,0.021484,0.029297,0.047852,0,0.000977,0.000977,0.022461,0,0.00293,0.004883,0.022461,0.004883,0.12012,0.00293,0.069336,0.051758,0.035156,0.000977,0.027344,0.001953,0.027344,0.009766,0,0.00293,0.025391,0.017578,0,0,0.009766,0,0.021484,0,0,0,0.077148,0.022461,51
0,0.001953,0.000977,0.075195,0.000977,0.023438,0.000977,0.003906,0.020508,0.006836,0.006836,0,0.010742,0.03418,0,0,0.000977,0,0.025391,0.007812,0,0.001953,0.004883,0.043945,0.012695,0.025391,0.024414,0,0.022461,0.021484,0.02832,0,0.099609,0,0.017578,0,0.015625,0,0.005859,0.013672,0.14746,0,0.03125,0.021484,0,0,0.003906,0,0.044922,0.022461,0,0,0.052734,0.036133,0,0,0,0.003906,0.015625,0,0,0.005859,0.047852,0.007812,51
0,0.000977,0,0.040039,0,0.010742,0,0,0.027344,0.001953,0.001953,0,0.000977,0.073242,0,0,0.000977,0,0.035156,0.00293,0,0.007812,0.003906,0.038086,0.000977,0.042969,0,0,0.005859,0.020508,0.025391,0,0.23828,0,0.006836,0,0.15527,0,0,0.00293,0.015625,0.000977,0,0,0,0,0,0,0.044922,0.004883,0,0.000977,0.076172,0.037109,0,0,0,0.004883,0.039062,0,0,0.008789,0.021484,0,51
0,0.001953,0,0.027344,0,0.010742,0,0,0.010742,0,0.004883,0,0.009766,0.032227,0,0,0.001953,0,0.00293,0.00293,0,0.016602,0.006836,0.040039,0.000977,0.044922,0,0,0.013672,0.016602,0.03418,0,0.25879,0,0.001953,0,0.16895,0,0,0,0.018555,0.008789,0,0,0,0,0,0,0.038086,0.008789,0,0.003906,0.089844,0.008789,0,0,0,0.020508,0.033203,0.000977,0,0.013672,0.045898,0,51
0,0,0.007812,0.079102,0,0.039062,0.000977,0,0.027344,0.003906,0,0,0.014648,0.041016,0,0,0.003906,0,0.020508,0.006836,0,0.001953,0.026367,0.020508,0.050781,0.001953,0.021484,0.003906,0.027344,0.023438,0.0625,0,0.038086,0,0.019531,0,0.001953,0.003906,0.015625,0.004883,0.10449,0,0.061523,0.007812,0.008789,0.013672,0.011719,0.001953,0.035156,0.007812,0,0,0.053711,0.036133,0.000977,0,0,0.000977,0.023438,0,0,0.000977,0.039062,0.022461,51
0,0.00293,0.013672,0.032227,0.005859,0.035156,0.006836,0.004883,0.033203,0.00293,0.003906,0,0.008789,0.056641,0,0,0.004883,0,0.012695,0.010742,0,0.004883,0.007812,0.000977,0.019531,0,0.044922,0.005859,0.035156,0.03125,0.072266,0,0.000977,0.001953,0.027344,0,0,0.006836,0.014648,0.005859,0.15137,0.00293,0.067383,0.020508,0.006836,0.026367,0.015625,0.000977,0.033203,0.020508,0,0,0.013672,0.020508,0.001953,0,0,0.001953,0.022461,0,0,0,0.027344,0.050781,51
0,0.001953,0.00293,0.077148,0,0.003906,0,0,0.018555,0.001953,0.009766,0,0.007812,0.022461,0,0.001953,0.000977,0,0.010742,0.008789,0,0.001953,0,0.016602,0.02832,0.026367,0,0,0.043945,0.025391,0.061523,0,0.16895,0,0.016602,0,0.012695,0,0.004883,0.006836,0.05957,0.013672,0.013672,0,0,0,0.001953,0,0.041992,0.019531,0,0.015625,0.079102,0.023438,0,0,0,0.027344,0.013672,0,0,0.025391,0.082031,0,51
0,0.007812,0.012695,0.049805,0,0.022461,0.003906,0.007812,0.025391,0.006836,0.00293,0,0.014648,0.043945,0,0,0.00293,0,0.02832,0.010742,0,0.008789,0.009766,0.001953,0.017578,0.007812,0.03125,0,0.036133,0.02832,0.06543,0,0.003906,0.003906,0.026367,0,0,0.00293,0.017578,0.006836,0.17773,0.000977,0.0625,0.012695,0.001953,0.004883,0.004883,0,0.040039,0.011719,0,0,0.016602,0.051758,0,0,0.000977,0.001953,0.025391,0,0,0.00293,0.033203,0.041016,51
0,0.008789,0,0.022461,0,0.042969,0,0,0.030273,0.000977,0,0,0.006836,0.03418,0,0,0.012695,0,0.006836,0,0,0,0.001953,0.058594,0.000977,0.041992,0,0,0.001953,0.017578,0.015625,0,0.20605,0,0.003906,0,0.29004,0,0,0.001953,0.005859,0,0,0,0,0,0.000977,0,0.037109,0.001953,0,0,0.066406,0.006836,0,0,0,0.019531,0.030273,0.001953,0,0.009766,0.012695,0,51
0,0,0,0.006836,0,0.026367,0,0,0.035156,0,0.003906,0,0.003906,0.046875,0,0,0.001953,0,0.014648,0,0,0.00293,0.000977,0.042969,0,0.047852,0,0,0.004883,0.014648,0.001953,0,0.14453,0,0.000977,0,0.40137,0,0,0.001953,0.000977,0,0,0,0,0,0,0,0.047852,0.007812,0,0,0.049805,0,0,0,0,0.010742,0.037109,0.013672,0,0.007812,0.019531,0,51
0,0.001953,0,0.010742,0,0.045898,0,0,0.039062,0.00293,0,0,0.001953,0.049805,0,0,0.007812,0,0.013672,0.003906,0,0,0,0.051758,0.000977,0.038086,0,0,0,0.018555,0.006836,0,0.25293,0,0.001953,0,0.28516,0,0,0.001953,0.000977,0,0.000977,0,0,0,0,0,0.032227,0,0,0,0.05957,0.003906,0,0,0,0.012695,0.036133,0.001953,0,0.004883,0.010742,0,51
0,0.005859,0.016602,0.041992,0.00293,0.009766,0.00293,0.004883,0.019531,0.001953,0,0,0.018555,0.033203,0,0,0.001953,0,0.007812,0.003906,0,0.003906,0.041992,0.006836,0.018555,0,0.053711,0.003906,0.021484,0.029297,0.045898,0,0.009766,0.004883,0.026367,0,0,0.007812,0.017578,0.006836,0.13867,0.005859,0.078125,0.064453,0.024414,0.010742,0.020508,0.001953,0.027344,0.020508,0,0.004883,0.010742,0.017578,0.003906,0,0.00293,0.000977,0.015625,0,0,0,0.053711,0.026367,51
0,0.001953,0,0,0,0.025391,0,0,0.026367,0,0.003906,0,0.003906,0.054688,0,0,0.000977,0,0,0,0,0.003906,0,0.040039,0,0.066406,0,0,0.007812,0.013672,0.004883,0,0.010742,0,0,0,0.42773,0,0,0,0,0,0,0,0,0,0,0,0.037109,0.00293,0,0,0.043945,0,0,0,0,0.029297,0.011719,0.13184,0,0.023438,0.027344,0,51
0.050781,0.006836,0.001953,0.022461,0,0.011719,0.048828,0.003906,0.024414,0.11231,0,0,0.009766,0.010742,0,0.000977,0.010742,0,0.11035,0.005859,0,0,0.03125,0.00293,0.008789,0.001953,0.053711,0,0.007812,0.004883,0.021484,0,0.015625,0.006836,0.006836,0,0.001953,0.003906,0.045898,0.088867,0.036133,0.00293,0.015625,0.018555,0.014648,0,0.014648,0,0.021484,0.003906,0,0,0.003906,0.083984,0,0,0.003906,0.000977,0.015625,0,0,0,0.017578,0.011719,52
0.11816,0.006836,0.006836,0.007812,0,0.010742,0.11523,0.000977,0.02832,0.042969,0,0,0.012695,0.007812,0,0,0.013672,0,0.077148,0.005859,0,0,0.022461,0.00293,0.008789,0,0.045898,0,0.008789,0.013672,0.011719,0,0,0.003906,0.008789,0,0.001953,0.012695,0.10547,0.061523,0.018555,0.000977,0.021484,0.011719,0.024414,0,0.020508,0,0.004883,0.001953,0,0,0.000977,0.03125,0,0,0.023438,0,0.006836,0.000977,0,0.000977,0.026367,0.041016,52
0.12207,0.006836,0.000977,0.010742,0,0.014648,0.11426,0.000977,0.015625,0.083008,0,0,0.008789,0.004883,0,0,0.007812,0,0.080078,0.005859,0,0,0.009766,0,0.009766,0,0.03125,0,0.009766,0.012695,0.003906,0,0.000977,0.017578,0.006836,0,0,0.02832,0.06543,0.12598,0.008789,0,0.012695,0.012695,0.029297,0.010742,0.018555,0,0.001953,0.000977,0,0,0,0.03418,0,0,0.014648,0,0.008789,0,0,0,0.023438,0.024414,52
0.037109,0.001953,0.004883,0.035156,0.00293,0.001953,0.029297,0.007812,0.004883,0.037109,0.012695,0,0.014648,0.010742,0.004883,0.005859,0.006836,0.000977,0.094727,0.003906,0,0.006836,0.011719,0.008789,0.009766,0.030273,0.048828,0,0.041992,0.008789,0.049805,0,0.007812,0.012695,0.009766,0,0.012695,0.010742,0.023438,0.025391,0.024414,0.003906,0.030273,0.024414,0.00293,0.005859,0.025391,0,0.016602,0.021484,0.000977,0,0.018555,0.081055,0,0,0.001953,0.016602,0.006836,0.006836,0,0.018555,0.033203,0.022461,52
0.067383,0.003906,0.004883,0.02832,0,0.011719,0.049805,0.000977,0.016602,0.078125,0,0,0.010742,0.003906,0,0,0.007812,0,0.085938,0.001953,0,0.001953,0.027344,0,0.008789,0,0.032227,0,0.044922,0.003906,0.066406,0,0.012695,0.012695,0.00293,0,0.00293,0.006836,0.063477,0.058594,0.023438,0,0.037109,0.010742,0.011719,0.004883,0.033203,0,0.007812,0.022461,0,0,0.00293,0.06543,0,0,0.00293,0,0.018555,0,0,0,0.012695,0.02832,52
0.0625,0.006836,0.000977,0.029297,0,0.003906,0.086914,0.001953,0.010742,0.048828,0.003906,0,0.00293,0.013672,0,0,0.005859,0.000977,0.066406,0.00293,0,0,0.012695,0.004883,0.016602,0.008789,0.022461,0,0.033203,0.006836,0.081055,0,0.00293,0.00293,0.007812,0,0.000977,0.009766,0.075195,0.037109,0.00293,0.00293,0.027344,0.00293,0.006836,0.000977,0.038086,0,0.019531,0.010742,0,0,0.011719,0.10254,0,0,0.000977,0,0.015625,0,0,0.012695,0.046875,0.025391,52
0.085938,0.005859,0.00293,0.019531,0.000977,0.000977,0.045898,0.001953,0.004883,0.060547,0.016602,0,0.004883,0.032227,0,0.008789,0,0,0.085938,0,0,0.000977,0.012695,0.00293,0.005859,0.023438,0.026367,0.001953,0.057617,0.008789,0.067383,0,0.009766,0.013672,0.003906,0,0.007812,0.010742,0.03125,0.045898,0.010742,0.007812,0.020508,0.006836,0.003906,0.001953,0.036133,0,0.016602,0.008789,0,0.004883,0.006836,0.079102,0,0,0.00293,0,0.012695,0,0,0.023438,0.025391,0.022461,52
0.087891,0.018555,0.001953,0.014648,0,0.006836,0.0625,0.001953,0.014648,0.15234,0,0,0.005859,0.005859,0,0.000977,0.021484,0,0.019531,0.010742,0,0,0.03418,0,0.004883,0.000977,0.019531,0.001953,0.044922,0.006836,0.045898,0,0.00293,0.001953,0.008789,0,0,0.00293,0.10254,0.050781,0.020508,0.00293,0.030273,0.000977,0.008789,0.001953,0.05957,0,0.010742,0.017578,0,0,0.007812,0.023438,0,0,0.000977,0,0.020508,0,0,0.001953,0.019531,0.017578,52
0.0625,0.005859,0.001953,0.007812,0.001953,0,0.046875,0.005859,0.011719,0.026367,0.000977,0,0.014648,0.017578,0,0.015625,0.003906,0.000977,0.033203,0.004883,0,0.001953,0.020508,0,0.011719,0,0.073242,0.000977,0.049805,0.005859,0.079102,0,0,0.030273,0.000977,0,0,0.017578,0.026367,0.004883,0.022461,0.003906,0.030273,0.10254,0.009766,0.007812,0.054688,0,0.006836,0.038086,0.00293,0.001953,0,0.044922,0.001953,0,0.001953,0,0.007812,0,0,0.003906,0.024414,0.047852,52
0.16309,0.012695,0.004883,0.004883,0.000977,0.009766,0.083008,0.00293,0.021484,0.091797,0,0,0.012695,0.011719,0,0,0.005859,0,0.070312,0.001953,0,0,0.03125,0,0.004883,0,0.02832,0,0.008789,0.011719,0.008789,0,0.004883,0.027344,0.008789,0,0,0.02832,0.049805,0.05957,0.005859,0,0.014648,0.017578,0.025391,0.006836,0.017578,0,0.003906,0.004883,0,0,0,0.057617,0.00293,0,0.015625,0,0.015625,0,0,0,0.018555,0.022461,52
0.012695,0.000977,0.00293,0.018555,0,0.004883,0.015625,0.004883,0.006836,0.035156,0.052734,0,0.009766,0.012695,0.045898,0.00293,0.00293,0,0.036133,0.001953,0,0.005859,0.007812,0.004883,0.00293,0.095703,0.011719,0,0.022461,0.011719,0.026367,0.014648,0.012695,0.007812,0,0,0.023438,0.008789,0.024414,0.019531,0.001953,0.007812,0.008789,0.007812,0.006836,0.004883,0.013672,0,0.013672,0.018555,0.054688,0.007812,0.020508,0.035156,0,0.047852,0.001953,0.003906,0.004883,0.017578,0,0.11328,0.026367,0.013672,52
0.057617,0.004883,0.006836,0.005859,0.000977,0.010742,0.052734,0.009766,0.022461,0.041016,0,0,0.024414,0.00293,0,0,0.006836,0,0.057617,0.006836,0,0,0.037109,0.004883,0.001953,0.00293,0.051758,0.001953,0.016602,0.010742,0.044922,0,0,0.033203,0.013672,0,0,0.03125,0.058594,0.041016,0.012695,0.005859,0.021484,0.047852,0.030273,0.009766,0.041992,0,0.007812,0.004883,0,0,0,0.049805,0,0,0.006836,0.001953,0.013672,0,0,0.000977,0.037109,0.044922,52
0.10059,0.000977,0.005859,0.016602,0,0.00293,0.048828,0.003906,0.012695,0.069336,0.005859,0,0.013672,0.019531,0,0.00293,0.001953,0,0.041992,0.007812,0,0.006836,0.016602,0.00293,0.013672,0.003906,0.019531,0.001953,0.050781,0.011719,0.078125,0,0,0.003906,0.014648,0,0,0.022461,0.067383,0.02832,0.005859,0.001953,0.03418,0.003906,0.009766,0.003906,0.043945,0,0.013672,0.021484,0,0.003906,0.003906,0.06543,0,0,0.00293,0,0.014648,0,0,0.006836,0.026367,0.039062,52
0.043945,0.004883,0.000977,0.021484,0,0.005859,0.079102,0.000977,0.007812,0.094727,0,0,0.015625,0.010742,0,0,0.013672,0,0.069336,0.006836,0,0,0.026367,0.000977,0.021484,0.009766,0.004883,0,0.02832,0.010742,0.079102,0,0.006836,0.000977,0.007812,0,0,0.008789,0.077148,0.075195,0.003906,0.001953,0.012695,0.003906,0.019531,0,0.039062,0,0.011719,0.007812,0,0,0.001953,0.095703,0.000977,0,0.006836,0,0.011719,0,0,0.000977,0.026367,0.020508,52
0.053711,0.00293,0.001953,0.02832,0,0.004883,0.048828,0,0.003906,0.086914,0.004883,0,0.005859,0.010742,0,0.006836,0,0.001953,0.054688,0.006836,0,0.003906,0.007812,0,0.010742,0.014648,0.025391,0.000977,0.046875,0.014648,0.095703,0,0.001953,0.000977,0.009766,0,0.000977,0.016602,0.054688,0.023438,0.010742,0.015625,0.024414,0.007812,0.00293,0,0.043945,0,0.012695,0.043945,0,0.006836,0.007812,0.080078,0,0,0.004883,0,0.015625,0,0,0.015625,0.024414,0.030273,52
0.066406,0.006836,0.004883,0.014648,0,0.007812,0.074219,0.003906,0.016602,0.048828,0,0,0.011719,0.009766,0,0.003906,0.007812,0.000977,0.041016,0.001953,0,0,0.032227,0,0.007812,0.000977,0.05957,0,0.020508,0.009766,0.057617,0,0.006836,0.004883,0.008789,0,0,0.018555,0.073242,0.030273,0.012695,0.004883,0.029297,0.024414,0.015625,0,0.03418,0,0.010742,0.007812,0,0,0.003906,0.09668,0,0,0.006836,0.000977,0.014648,0,0,0,0.037109,0.047852,52
0.10352,0.037109,0.020508,0,0.019531,0.012695,0.053711,0.029297,0.052734,0.00293,0,0,0.004883,0,0,0,0.057617,0.000977,0.00293,0.042969,0,0,0.035156,0,0.003906,0,0.004883,0.010742,0.016602,0.011719,0.012695,0,0,0.10156,0.009766,0,0,0.063477,0.011719,0.018555,0,0,0.005859,0.027344,0.043945,0.035156,0.013672,0,0.005859,0.003906,0,0,0.001953,0.010742,0.007812,0,0.040039,0.001953,0.020508,0,0,0,0,0.039062,53
0.086914,0.025391,0.009766,0.000977,0.033203,0.019531,0.036133,0.045898,0.014648,0.001953,0,0,0.007812,0.000977,0,0,0.022461,0,0.009766,0.029297,0,0,0.066406,0,0.00293,0,0.003906,0.008789,0.017578,0.010742,0.020508,0,0,0.15723,0.008789,0,0,0.057617,0.003906,0.008789,0,0,0.004883,0.008789,0.041016,0.082031,0.02832,0.023438,0,0,0,0,0,0.003906,0.041016,0,0.029297,0,0.004883,0,0,0,0.000977,0.019531,53
0.09668,0.012695,0.009766,0.001953,0.006836,0.020508,0.043945,0.027344,0.026367,0.008789,0.001953,0,0.009766,0.009766,0,0,0.023438,0,0.008789,0.009766,0,0.000977,0.017578,0,0.00293,0,0.005859,0.005859,0.048828,0.014648,0.051758,0,0,0.089844,0.008789,0,0,0.052734,0.015625,0.009766,0,0,0.004883,0.029297,0.012695,0.063477,0.03418,0.004883,0.008789,0.032227,0,0,0.000977,0.037109,0.029297,0,0.029297,0,0.022461,0,0,0.000977,0,0.045898,53
0.10547,0.025391,0.010742,0,0.025391,0.014648,0.040039,0.030273,0.030273,0,0,0,0.011719,0,0,0,0.032227,0,0.013672,0.02832,0,0,0.037109,0.000977,0.000977,0.000977,0.003906,0.006836,0.02832,0.011719,0.03418,0,0,0.13184,0.006836,0,0,0.060547,0.006836,0.020508,0,0,0.000977,0.011719,0.019531,0.061523,0.03125,0.006836,0.000977,0.018555,0,0,0,0.008789,0.054688,0,0.022461,0,0.015625,0,0,0.001953,0.008789,0.016602,53
0.083008,0.021484,0.004883,0,0.027344,0.011719,0.056641,0.026367,0.032227,0.004883,0.000977,0,0.008789,0.010742,0,0,0.021484,0,0.015625,0.014648,0,0,0.039062,0.000977,0.001953,0.000977,0.018555,0.006836,0.019531,0.011719,0.061523,0,0,0.089844,0.004883,0,0,0.057617,0.025391,0.037109,0,0.000977,0.013672,0.049805,0.014648,0.032227,0.023438,0.003906,0.005859,0.015625,0,0,0.000977,0.014648,0.036133,0,0.022461,0,0.010742,0,0,0.000977,0.010742,0.026367,53
0.095703,0.017578,0.011719,0.001953,0.015625,0.010742,0.032227,0.023438,0.038086,0.000977,0,0,0.006836,0.008789,0,0,0.011719,0,0.015625,0.015625,0,0,0.029297,0,0.000977,0,0.014648,0.009766,0.039062,0.006836,0.058594,0,0,0.10742,0.012695,0,0,0.077148,0.012695,0.014648,0.001953,0,0.011719,0.033203,0.013672,0.063477,0.035156,0.00293,0.010742,0.019531,0,0,0.00293,0.018555,0.014648,0,0.009766,0.001953,0.022461,0,0,0,0.003906,0.042969,53
0.11133,0.018555,0.014648,0,0.019531,0.014648,0.029297,0.040039,0.049805,0.004883,0.001953,0,0.012695,0.005859,0,0,0.03418,0,0.012695,0.021484,0,0,0.02832,0,0.00293,0,0.009766,0.009766,0.035156,0.019531,0.020508,0,0,0.10352,0.006836,0,0,0.066406,0.012695,0.009766,0,0,0.006836,0.042969,0.010742,0.05957,0.03418,0.009766,0.007812,0.016602,0,0,0,0.013672,0.018555,0,0.011719,0,0.012695,0,0,0,0.003906,0.03418,53
0.12891,0.004883,0.006836,0.003906,0.005859,0.012695,0.041016,0.023438,0.029297,0.039062,0,0,0.010742,0.015625,0,0,0.006836,0,0.020508,0.014648,0,0.005859,0.025391,0,0.007812,0.00293,0.020508,0.00293,0.06543,0.015625,0.040039,0,0,0.022461,0.010742,0,0,0.036133,0.042969,0.033203,0.001953,0,0.013672,0.02832,0.013672,0.010742,0.041016,0,0.011719,0.055664,0,0,0.00293,0.018555,0.006836,0,0.013672,0.000977,0.033203,0,0,0.001953,0.001953,0.046875,53
0.072266,0.004883,0.016602,0.010742,0.008789,0.003906,0.013672,0.020508,0.015625,0.022461,0.004883,0,0.008789,0.03125,0,0.001953,0.003906,0.001953,0.018555,0.018555,0,0.044922,0.010742,0.000977,0.009766,0.008789,0.045898,0.005859,0.041992,0.014648,0.046875,0,0.001953,0.035156,0.020508,0,0,0.037109,0.02832,0.018555,0.004883,0.000977,0.015625,0.052734,0.003906,0.017578,0.033203,0.000977,0.026367,0.052734,0,0.010742,0.00293,0.016602,0.007812,0,0.001953,0.001953,0.019531,0,0,0.00293,0.005859,0.069336,53
0.09375,0.006836,0.013672,0.009766,0.008789,0.015625,0.040039,0.011719,0.017578,0.024414,0.005859,0,0.008789,0.022461,0,0,0.003906,0,0.017578,0.007812,0,0.009766,0.015625,0.000977,0.00293,0.005859,0.036133,0.001953,0.047852,0.009766,0.039062,0,0,0.063477,0.012695,0,0.000977,0.032227,0.03125,0.016602,0.001953,0.000977,0.010742,0.088867,0.007812,0.030273,0.03418,0.000977,0.011719,0.036133,0.00293,0,0.001953,0.041992,0.012695,0,0.000977,0.001953,0.021484,0,0,0.003906,0.010742,0.041992,53
0.11231,0.013672,0.011719,0.004883,0.010742,0.022461,0.055664,0.02832,0.040039,0.008789,0.006836,0,0.008789,0.008789,0,0,0.017578,0.000977,0.025391,0.023438,0,0.000977,0.023438,0,0.004883,0,0.013672,0.001953,0.045898,0.024414,0.045898,0,0,0.070312,0.011719,0,0,0.054688,0.024414,0.026367,0,0.000977,0.010742,0.020508,0.013672,0.03418,0.025391,0,0.014648,0.018555,0,0,0,0.015625,0.006836,0,0.015625,0.000977,0.015625,0,0,0,0.003906,0.053711,53
0.049805,0.005859,0.00293,0.008789,0,0.009766,0.066406,0.004883,0.025391,0.010742,0.004883,0,0.014648,0.050781,0,0,0.003906,0.000977,0.035156,0.026367,0,0.018555,0.024414,0.006836,0.024414,0.001953,0.011719,0.003906,0.051758,0.014648,0.032227,0,0,0.010742,0.009766,0,0,0.041016,0.040039,0.06543,0,0,0.030273,0.000977,0.023438,0.007812,0.043945,0,0.018555,0.049805,0.004883,0,0.005859,0.024414,0,0,0.019531,0.000977,0.038086,0,0,0,0.005859,0.046875,53
0.076172,0.023438,0.015625,0.004883,0.007812,0.000977,0.019531,0.027344,0.038086,0.007812,0.000977,0,0.022461,0.024414,0,0.013672,0.029297,0.001953,0.017578,0.037109,0,0.007812,0.03418,0.00293,0.005859,0,0.017578,0.004883,0.032227,0.017578,0.033203,0.000977,0,0.042969,0.020508,0,0,0.041016,0.019531,0.023438,0.000977,0.009766,0.016602,0.020508,0.018555,0.030273,0.038086,0,0.010742,0.024414,0,0.000977,0.003906,0.009766,0.004883,0,0.037109,0,0.025391,0,0,0,0.021484,0.052734,53
0.18359,0.003906,0.012695,0.006836,0.000977,0.021484,0.044922,0.005859,0.019531,0.03125,0.000977,0,0.006836,0.032227,0,0,0.001953,0,0.040039,0.007812,0,0,0.018555,0.001953,0.00293,0.008789,0.045898,0.001953,0.024414,0.016602,0.051758,0,0.003906,0.019531,0.013672,0,0,0.016602,0.036133,0.041992,0.001953,0,0.013672,0.044922,0.008789,0.011719,0.039062,0,0.015625,0.029297,0.000977,0,0.00293,0.030273,0.000977,0,0.005859,0,0.012695,0,0,0.004883,0.004883,0.045898,53
0.11914,0.018555,0.017578,0.001953,0.020508,0.009766,0.057617,0.023438,0.027344,0.00293,0,0,0.012695,0.005859,0,0,0.027344,0,0.024414,0.024414,0,0,0.017578,0,0.00293,0,0.004883,0.006836,0.026367,0.013672,0.027344,0,0,0.10938,0.014648,0,0,0.054688,0.006836,0.026367,0,0,0.00293,0.023438,0.016602,0.075195,0.029297,0.00293,0.010742,0.019531,0,0,0.001953,0.014648,0.017578,0,0.017578,0,0.010742,0,0,0,0.009766,0.041992,53
0.058594,0.016602,0.017578,0.000977,0.030273,0.003906,0.035156,0.045898,0.017578,0.00293,0.001953,0,0.013672,0.022461,0,0.005859,0.015625,0.001953,0.004883,0.027344,0,0.010742,0.021484,0,0.004883,0.00293,0.005859,0.005859,0.041016,0.015625,0.045898,0,0,0.087891,0.016602,0,0,0.066406,0.008789,0.012695,0,0.004883,0.013672,0.007812,0.019531,0.080078,0.023438,0,0.010742,0.032227,0,0.008789,0,0.014648,0.008789,0,0.020508,0,0.019531,0,0,0.004883,0.013672,0.046875,53
0.006836,0.001953,0,0.055664,0,0,0.030273,0,0.010742,0.077148,0.003906,0,0.000977,0,0.000977,0,0.029297,0,0.25488,0.003906,0,0,0.007812,0.026367,0.010742,0.017578,0.001953,0,0.010742,0.000977,0.017578,0,0.040039,0,0.000977,0,0.022461,0,0.012695,0.16602,0.00293,0,0.006836,0,0.008789,0,0.016602,0,0.00293,0.001953,0,0,0.052734,0.056641,0,0,0,0.008789,0.018555,0,0,0.007812,0,0.00293,54
