at1,at2,at3,at4,at5,at6,at7,at8,at9,at10,class
0.204355,-0.354049,0.32098,0.410166,-0.989576,1.020811,0.257927,0.102319,-0.341275,0.9244,1
0.599358,-2.426761,0.011573,0.54026,0.976743,-0.847807,-1.365341,1.090601,1.997335,0.124205,9
-0.301743,0.195534,0.381439,0.351116,0.082961,-1.013906,0.182426,0.721806,0.999528,-0.897034,5
0.031541,-0.09496,-0.031104,0.803253,0.261718,0.896237,0.257927,0.177476,-0.185368,0.783849,1
0.389513,0.462474,0.136047,0.011679,-0.900198,0.522513,0.597681,0.663404,-0.060642,0.24619,6
4.462983,-0.181323,0.306755,-2.963951,0.261718,-1.512204,-0.044076,1.79575,-3.365878,-1.245945,6
0.241386,-0.43256,0.349432,-1.029281,0.261718,-1.096956,-0.119577,-0.545477,0.001721,-0.827765,6
-3.498799,0.211237,-3.210528,-0.424226,-4.922215,2.141982,-0.006326,-0.421781,-0.123005,2.097859,1
0.031541,0.36826,-0.027547,0.237135,0.17234,0.06574,0.295677,-0.511169,0.095265,0.020519,1
-0.00549,-0.220579,-3.210528,1.071885,0.261718,1.477585,0.069175,0.687208,0.375899,1.445387,1
0.056229,0.43107,-3.210528,-1.133148,0.261718,-0.183409,0.220177,0.130568,0.095265,-0.174051,1
0.562327,-0.29909,0.068476,-0.58926,0.976743,-1.22153,-1.365341,-0.961588,0.251173,-0.245972,9
0.105604,0.721563,0.086258,0.505409,0.261718,-0.307984,-0.006326,0.698391,0.064084,-0.156945,6
0.31545,0.540986,0.029355,-0.395163,0.261718,-0.515608,-0.044076,-0.011106,0.064084,-0.32327,7
-0.215336,0.250492,0.473906,1.187089,0.17234,0.439463,-0.270579,-0.812439,0.126447,0.680284,11
0.389513,0.462474,0.136047,0.011679,-0.900198,-0.349509,0.144676,0.611157,-0.528364,-0.286948,6
-0.042522,-0.322644,0.310311,0.287293,0.261718,-0.01731,0.55993,0.898564,0.095265,-0.203261,6
0.488263,-0.49537,0.111153,0.334258,0.976743,-0.474083,-1.629594,0.872994,1.747883,0.741343,9
-0.474557,0.446772,-3.210528,-0.716161,0.351096,3.802976,0.408929,-1.639574,-1.027268,3.269099,1
0.266074,0.164129,0.118265,0.320234,0.261718,-0.598658,-0.044076,-0.258187,-0.87136,-0.401773,1
-0.190648,-1.09206,0.402778,0.749425,0.17234,1.020811,1.201687,0.506178,-0.621908,0.259753,4
-0.240024,0.117022,0.235627,0.902912,0.17234,-0.183409,-0.006326,1.2826,0.937165,-0.045532,5
-0.32643,0.321153,0.285416,-1.944952,-0.900198,-0.01731,-0.081827,0.319635,0.313536,0.165735,4
0.142636,-0.244132,-3.206971,0.165524,0.887365,0.273364,0.597681,-0.752523,0.937165,0.034454,9
-0.351118,-0.314793,0.573485,1.670018,-0.185173,-0.515608,-4.196622,0.74992,0.687713,-1.58719,11
0.056229,-0.09496,0.228514,-0.658066,0.17234,0.439463,0.295677,-0.88812,-0.559546,0.350492,6
0.352481,-0.448263,0.196506,-0.528002,0.976743,-1.678304,-1.403091,0.831425,1.903791,-0.712373,9
0.377169,0.109171,0.317424,-1.658297,-0.900198,-1.30458,-0.42158,-2.869248,-1.806804,-0.834214,8
0.327793,-0.142067,0.481018,-2.171392,0.261718,-0.266459,0.748682,0.853306,0.874802,-0.509269,1
0.031541,0.007106,-0.315616,2.791392,-0.542686,0.024215,-0.044076,0.190173,-2.866974,0.184107,1
-0.153617,-0.087108,0.299642,0.689629,0.261718,-0.01731,0.333428,0.609119,0.157628,-0.08482,6
0.068573,0.007106,0.288973,0.592954,0.261718,-0.847807,0.031425,-0.026037,-0.091823,-0.678185,8
0.142636,-0.000745,0.153829,0.955845,0.261718,-0.224934,-0.232828,0.699808,0.18881,0.047474,6
0.759828,-0.134216,0.114709,-0.542563,0.797987,-0.557133,-1.554093,-0.936716,1.68552,0.560118,9
-0.672058,0.069915,0.395665,1.103662,0.261718,1.394535,-0.270579,1.475318,1.716702,1.695302,5
-3.498799,0.438921,-0.052442,-5.440122,-0.453307,0.439463,-2.988609,-0.518062,0.282354,-1.213312,1
-0.202992,0.203385,0.33165,-1.115215,0.082961,0.314889,-0.044076,0.453524,0.064084,0.446499,4
0.056229,-0.063555,0.310311,-1.048885,0.261718,-0.432558,0.333428,1.16836,0.032902,-0.450331,6
0.229043,-0.369751,0.484575,0.250174,0.261718,-0.183409,0.144676,0.678218,0.469443,-0.124638,1
-0.202992,0.36826,0.388552,0.915832,0.17234,0.314889,0.257927,0.71835,0.594169,0.249445,4
0.117948,0.556689,-0.009765,-0.57261,0.261718,0.356414,0.408929,-1.045074,-0.060642,0.212979,6
0.117948,0.321153,-3.210528,0.642753,0.351096,-0.058835,0.446679,0.882061,0.18881,-0.178042,1
-0.128929,0.572391,-0.031104,0.319399,0.261718,-0.183409,0.446679,0.214617,0.251173,-0.298954,7
0.204355,0.038511,0.036468,0.655644,0.17234,-0.01731,0.220177,-0.18732,-0.715453,-0.018854,1
-0.351118,0.022808,0.171611,1.15197,0.261718,-0.266459,0.333428,1.196745,2.028517,-0.298364,11
-0.128929,-0.283388,0.488131,0.833628,0.797987,-0.01731,-1.742845,0.051605,0.937165,1.275482,12
-0.314087,-0.236281,0.029355,0.460861,0.261718,-0.432558,0.484429,-0.608946,-0.029461,-0.526797,1
0.080916,0.062064,0.203619,0.577021,0.261718,-0.266459,-0.157328,0.900855,0.594169,-0.012368,8
-0.128929,-0.22843,-3.210528,-0.892742,0.17234,0.273364,0.295677,-0.159828,0.032902,0.19398,4
0.364825,0.195534,0.175168,-0.027618,0.261718,-0.307984,-0.232828,-0.192272,0.40708,-0.010752,1
0.006853,0.407516,0.274747,-0.083803,0.261718,-0.391033,-0.157328,0.04712,0.251173,-0.156391,8
-0.301743,-0.314793,0.399221,0.77052,0.708609,-0.141884,-0.987837,-1.857492,-0.777816,0.52388,12
-0.104241,-0.314793,0.665951,-0.06411,0.17234,-1.013906,0.408929,0.170389,-0.154186,-1.014752,3
-3.498799,0.517433,0.374326,-2.368622,-4.922215,-0.806282,0.748682,-2.464787,-1.775623,-0.966748,6
0.352481,-0.448263,0.196506,-0.528002,0.976743,-0.889332,-0.006326,-1.542827,0.500624,-0.691759,9
0.15498,0.140576,0.228514,0.766134,-1.257711,0.564038,0.371178,0.647173,-0.310094,0.41829,1
-0.141273,-0.024299,0.562816,-1.881367,0.082961,-1.22153,-0.459331,-0.026173,0.064084,-0.787235,3
0.661077,-0.09496,0.01513,0.751961,0.976743,-0.058835,-1.138838,-1.151062,0.001721,0.803668,9
0.364825,-0.149918,0.171611,0.04277,0.261718,-0.515608,-0.157328,0.030016,-0.154186,-0.267454,6
0.105604,-0.09496,0.324537,0.557118,0.17234,-0.266459,0.182426,0.640261,0.251173,-0.21915,1
0.352481,0.321153,0.128935,-1.64672,-0.900198,-0.889332,0.710932,-0.072925,0.18881,-1.029869,6
-0.240024,-0.29909,0.694403,0.955725,0.61923,-1.553729,-1.025587,0.635543,1.404887,-0.806367,12
0.006853,-0.181323,0.388552,0.301377,-0.095795,-0.391033,0.333428,0.629194,0.531806,-0.413948,1
-0.363462,0.23479,0.000904,0.759778,0.261718,1.809783,0.824183,-0.350119,0.687713,1.24497,7
-0.091897,0.226939,0.267634,0.024091,0.261718,-0.889332,0.144676,0.391763,0.687713,-0.742873,8
4.462983,-0.181323,0.306755,-2.963951,0.261718,-1.429155,0.52218,1.096212,-3.584148,-1.418105,6
-0.091897,-0.118513,0.189393,1.280303,0.261718,-0.474083,-0.119577,0.715612,-0.746634,-0.245683,1
0.117948,-0.008597,0.623275,-0.855684,0.17234,2.058932,1.050686,-0.418306,-0.278912,1.312455,1
0.105604,0.203385,-0.023991,0.995678,0.261718,0.397939,0.220177,-0.418384,-0.65309,0.362463,1
-0.017834,-2.426761,0.278304,0.506662,0.17234,0.231839,0.635431,0.579898,0.032902,-0.017298,6
-0.030178,-0.189174,0.242739,-0.408799,0.261718,-0.391033,0.069175,0.390074,0.219991,-0.279389,6
0.31545,0.517433,-0.002652,-2.543473,0.261718,-0.972381,-0.044076,1.432002,-0.43482,-0.739292,6
0.043885,-0.173471,0.285416,-0.775121,0.17234,1.062336,0.182426,-1.106465,-0.840179,0.985086,6
1.019049,0.211237,-0.155578,-0.311855,0.261718,-0.224934,0.295677,0.142683,-0.185368,-0.250324,1
-0.38815,0.321153,0.107596,0.886232,0.351096,-0.307984,0.182426,0.334934,0.001721,-0.255556,6
0.192011,-0.03215,0.452567,-0.877078,0.261718,-0.183409,-0.081827,-1.254042,-0.87136,0.011791,1
0.056229,-0.087108,0.089814,1.312409,0.082961,-0.391033,0.182426,1.521488,0.531806,-0.331033,1
-0.00549,-0.259834,0.367214,-0.156667,0.261718,-0.557133,0.408929,0.709865,0.032902,-0.602888,6
-2.276758,0.454623,0.050694,-2.161546,-4.832837,-3.422347,-5.85764,0.877323,-1.869167,-4.954767,1
0.167323,0.148427,0.278304,-0.289596,0.261718,-1.38763,-0.195078,0.062575,0.968347,-1.057644,8
0.043885,0.195534,0.260522,-0.393821,0.261718,-0.972381,0.295677,0.065118,-0.43482,-0.898408,7
0.117948,-0.16562,0.562816,0.567204,0.61923,1.103861,-1.025587,1.752705,0.874802,1.982817,12
0.624046,-2.426761,0.178724,0.711352,1.066121,-1.761353,-0.950086,-0.254576,0.40708,-1.01515,9
0.290762,-0.189174,0.079145,-0.085921,0.976743,-1.719828,-1.214339,-0.481852,0.126447,-0.844316,9
0.142636,0.43107,0.032912,-0.486796,0.261718,-0.598658,0.069175,0.231353,0.126447,-0.447871,7
-0.770809,-0.110662,0.328093,0.26205,0.17234,0.564038,0.55993,0.156448,-0.029461,0.334145,4
-3.498799,3.846334,0.185837,-1.070696,-4.922215,-0.391033,0.748682,0.66024,0.219991,-0.615739,1
-0.042522,-0.463965,0.392108,0.22699,0.261718,-0.723232,0.295677,0.172622,0.157628,-0.679812,5
-0.16596,0.007106,-2.172058,-0.165858,0.261718,0.190314,-0.157328,0.882934,0.812439,0.371118,5
-0.141273,0.729415,0.079145,0.151709,0.261718,1.685209,0.748682,-0.543302,-0.185368,1.173918,6
0.241386,-0.322644,0.28186,0.274612,0.261718,-0.598658,-0.006326,0.654959,0.064084,-0.428909,6
-0.32643,-0.079257,0.239183,0.566935,0.261718,-0.474083,-0.270579,0.559027,0.968347,-0.152401,5
-0.042522,-0.3619,0.470349,-0.310721,0.261718,-0.640182,0.295677,-0.788558,-0.247731,-0.617342,6
0.278418,-0.3619,0.502357,-1.588745,0.261718,-1.22153,0.597681,-1.367836,-0.154186,-1.269019,6
0.907954,1.467426,0.37077,-1.242027,0.708609,-0.640182,-1.705095,0.516876,1.280161,0.586977,9
-0.017834,-2.426761,0.278304,0.506662,0.17234,-0.058835,0.635431,0.315383,-0.247731,-0.277183,6
-0.215336,0.360409,0.096927,0.286189,0.17234,0.564038,0.220177,-0.362583,0.095265,0.515056,6
0.364825,-0.047852,-0.038216,0.327813,0.261718,-0.266459,0.673182,0.493325,0.126447,-0.475188,1
0.15498,-0.197025,-3.210528,-0.736839,0.351096,0.024215,0.144676,-0.248479,-0.123005,0.062868,6
-0.252367,-0.110662,0.452567,0.888321,0.17234,-0.307984,-0.044076,1.069847,0.18881,-0.117959,4
0.290762,0.109171,-0.112901,0.221262,0.261718,0.564038,0.446679,-0.437217,0.095265,0.376193,1
-0.042522,-0.322644,0.310311,0.287293,0.261718,-0.806282,-0.006326,-0.220463,-0.621908,-0.615462,6
0.006853,-0.668096,0.477462,1.62168,0.17234,2.80638,0.55993,-0.202387,-0.497183,2.273659,1
-0.153617,-0.03215,0.271191,0.057241,0.261718,0.024215,0.257927,-0.00268,0.032902,-0.002314,1
0.192011,-0.369751,0.278304,-0.659618,0.261718,0.397939,0.295677,-1.085613,-0.216549,0.315664,6
-0.190648,-1.09206,0.402778,0.749425,0.17234,-0.349509,0.446679,1.223325,0.687713,-0.433237,4
-0.091897,0.344707,0.182281,0.722749,0.261718,0.06574,0.295677,0.632631,0.999528,0.021339,8
0.303106,-0.354049,0.306755,-0.918463,0.17234,0.06574,-0.119577,-1.63503,-0.559546,0.249228,6
0.130292,-0.126364,0.377883,0.755362,0.261718,0.480988,0.52218,0.342176,-0.185368,0.266865,1
0.241386,0.23479,0.121822,1.037988,0.261718,0.647088,0.446679,-0.71542,-0.87136,0.448777,1
-0.00549,0.611647,0.022242,1.012179,0.261718,0.480988,0.899684,0.927823,0.251173,0.066196,1
0.364825,0.195534,0.175168,-0.027618,0.261718,-0.598658,0.069175,-0.537167,-0.060642,-0.462687,1
0.068573,0.007106,0.288973,0.592954,0.261718,-0.141884,0.55993,0.424381,0.687713,-0.291757,8
0.105604,0.556689,-0.031104,0.619301,0.17234,-0.764757,0.182426,0.173961,-0.621908,-0.664912,1
0.080916,0.062064,0.203619,0.577021,0.261718,0.024215,0.144676,1.125064,0.781258,0.067811,8
0.167323,0.171981,0.047137,0.268047,0.17234,0.439463,0.710932,0.18099,-0.029461,0.142408,6
0.167323,0.313302,0.168055,-0.383198,0.261718,0.273364,1.088436,0.373241,-0.029461,-0.197233,1
-0.128929,0.069915,0.313868,0.510511,0.082961,0.688613,1.012935,-0.24613,0.656532,0.18354,8
0.364825,0.289748,0.235627,-0.32379,0.17234,0.190314,-0.006326,-0.178021,-0.123005,0.300113,1
-0.412837,-0.707352,0.356544,1.604166,-0.989576,1.43606,-0.081827,0.846142,0.905984,1.501588,5
0.15498,-0.322644,0.175168,0.126526,0.17234,0.522513,0.52218,-0.184719,-0.372457,0.304863,1
0.068573,0.2976,0.022242,-0.22252,0.261718,-0.681707,0.52218,-0.044521,0.40708,-0.765139,7
0.204355,-0.448263,0.349432,0.689659,0.261718,2.64028,0.484429,-1.377349,-1.058449,2.188682,1
-3.43708,-0.024299,5.196809,-1.63562,-3.313408,-2.59185,-2.988609,2.18763,-3.771237,-2.254429,1
-0.338774,-0.197025,0.530808,1.146271,0.708609,-0.640182,-1.214339,0.96079,0.781258,0.259282,12
0.25373,0.336855,0.086258,-0.979571,0.261718,-1.346105,0.295677,-0.22918,0.500624,-1.245523,7
0.179667,0.321153,0.242739,0.045844,0.17234,0.314889,-0.044076,-0.659814,-0.341275,0.443521,1
0.229043,0.124874,0.182281,0.686496,0.261718,0.231839,0.786433,0.675228,-0.341275,-0.081444,1
0.661077,-0.09496,0.01513,0.751961,0.976743,-0.889332,-0.723584,1.407694,1.529613,-0.312456,9
-0.128929,0.705861,0.413447,2.004055,0.61923,1.186911,-1.176589,0.097212,0.375899,2.12092,12
0.438888,0.195534,0.14316,-0.809435,0.261718,-0.349509,0.031425,-1.13689,-0.123005,-0.209795,6
-0.474557,0.446772,-3.210528,-0.716161,0.351096,2.72333,1.692443,-1.912981,-1.588534,1.500599,1
-0.190648,-1.09206,0.402778,0.749425,0.17234,0.356414,0.673182,0.754967,0.251173,0.103385,4
0.080916,0.014957,0.064919,0.346104,0.17234,0.439463,0.408929,0.299579,0.064084,0.285611,1
0.15498,-0.377602,0.349432,0.70613,-0.006417,0.14879,0.106925,0.00794,0.562987,0.195378,1
0.500607,0.140576,0.388552,-0.637358,0.261718,-1.512204,0.597681,1.960664,-2.274526,-1.522731,8
0.278418,-0.3619,0.502357,-1.588745,0.261718,-0.723232,0.635431,-0.702004,-0.029461,-0.855166,6
0.031541,-0.346197,-0.009765,1.029902,0.082961,1.228436,0.182426,0.161244,0.064084,1.143153,1
0.15498,0.595945,0.036468,-0.126143,0.261718,1.43606,-0.308329,-0.367748,-0.123005,1.656641,1
-0.252367,0.069915,0.246296,0.52355,0.261718,-0.307984,-0.081827,0.464396,0.531806,-0.115934,5
-0.264711,-0.275537,0.107596,0.827362,0.261718,0.356414,0.597681,0.258884,0.251173,0.110281,1
0.15498,-0.275537,0.417003,0.813815,0.261718,-0.183409,0.408929,0.714894,0.469443,-0.262536,1
0.15498,-0.322644,0.175168,0.126526,0.17234,0.605563,0.371178,0.5101,0.18881,0.462665,1
-0.22768,-0.110662,0.196506,1.060099,0.261718,-0.515608,-0.044076,1.048548,1.966154,-0.313722,11
-0.00549,0.360409,0.28186,-0.213479,-1.168333,-1.180006,-0.081827,1.144362,0.750076,-0.923639,5
2.105308,-0.079257,0.239183,-1.152363,-0.989576,-1.470679,-3.026359,-1.773579,-2.55516,-2.616397,1
0.451232,-0.267686,0.335206,-0.831336,0.261718,-1.346105,-6.046392,-0.981586,-2.399252,-1.038585,1
0.266074,0.556689,-0.020434,0.176624,0.261718,-0.930856,0.484429,-0.599646,-1.151994,-0.966761,7
-0.091897,-0.189174,0.345875,0.235912,0.261718,0.231839,0.333428,0.189823,0.718895,0.141479,1
0.192011,-0.03215,0.452567,-0.877078,0.261718,-0.01731,0.333428,0.815854,0.469443,-0.078141,1
-0.017834,-0.330495,0.488131,-0.183313,0.17234,-1.138481,0.220177,-0.460612,-0.403638,-1.0304,6
0.15498,-0.040001,0.363657,1.200934,0.261718,0.273364,0.220177,0.364621,-0.185368,0.246492,1
0.068573,0.289748,0.107596,1.267115,0.261718,0.397939,0.257927,1.200415,-0.247731,0.35101,1
0.179667,-0.330495,0.530808,-0.314183,0.082961,-0.391033,-2.724356,-1.054491,-0.185368,-1.976703,1
-0.486901,-0.03215,0.196506,-0.633748,0.261718,-0.764757,0.069175,0.292745,0.656532,-0.628795,8
-0.153617,-0.22843,0.488131,0.580183,0.261718,1.062336,0.371178,-0.25741,-0.777816,0.8963,1
-0.38815,0.321153,0.107596,0.886232,0.351096,2.058932,0.144676,-0.633681,-0.060642,1.905905,6
-3.498799,-0.291239,0.37077,-0.281212,-4.922215,0.024215,0.069175,0.289405,0.001721,0.096984,6
-0.190648,-0.024299,0.367214,2.258633,0.17234,0.314889,0.031425,0.033918,0.905984,0.393962,11
-0.22768,0.289748,0.132491,-0.234783,0.261718,-0.349509,0.144676,0.009921,0.905984,-0.263923,5
-0.030178,-0.189174,0.242739,-0.408799,0.261718,-0.224934,0.295677,-0.526722,-0.247731,-0.244188,6
0.4142,-0.16562,0.05425,-0.891996,0.976743,-1.512204,-1.591843,-0.149791,1.529613,-0.416793,9
-0.042522,0.10132,0.288973,0.722153,0.261718,0.647088,-0.119577,-0.224521,-0.216549,0.830105,1
0.142636,0.470326,-2.958023,-0.379737,0.261718,1.477585,0.106925,-0.392211,-0.091823,1.436249,1
0.624046,-2.426761,0.178724,0.711352,1.066121,-0.847807,-1.705095,1.182203,1.623157,0.391479,9
4.462983,-0.181323,0.306755,-2.963951,0.261718,-0.224934,0.446679,0.33606,-0.403638,-0.317447,6
0.303106,-0.03215,0.367214,-0.350585,0.17234,-0.474083,0.295677,0.472279,0.064084,-0.467473,1
-0.079554,0.187683,-0.070224,0.211236,0.261718,1.062336,-0.195078,-0.926348,-0.341275,1.228527,1
-0.153617,-0.22843,0.488131,0.580183,0.261718,3.512302,1.050686,-1.312094,-0.746634,2.532289,1
0.019197,0.588093,0.260522,-1.348758,0.082961,-0.474083,-3.441614,-2.812594,-2.368071,-1.849859,1
-3.498799,1.035611,-3.210528,0.802954,-4.922215,1.477585,-1.25209,0.438749,-0.060642,2.45252,12
0.006853,-0.181323,0.388552,0.301377,-0.095795,0.439463,0.106925,0.317072,0.313536,0.460965,1
-0.079554,0.187683,-0.070224,0.211236,0.261718,-0.723232,0.069175,-2.176448,-2.461615,-0.552401,1
-0.22768,0.446772,0.534365,0.177429,0.17234,-0.557133,0.673182,0.367999,0.937165,-0.726682,5
-0.412837,-0.346197,0.601936,2.211191,0.440474,0.647088,-1.25209,0.55594,1.903791,1.618981,11
-0.128929,-0.22843,-3.210528,-0.892742,0.17234,-0.432558,-0.157328,0.078263,0.001721,-0.196136,4
0.019197,0.289748,-0.116457,1.524856,-0.542686,0.314889,0.52218,1.381774,0.064084,0.109486,6
0.562327,-0.000745,-3.210528,-2.832246,0.261718,0.730137,0.446679,0.243255,0.282354,0.507751,1
0.229043,-0.181323,0.23207,-0.893459,0.261718,-0.640182,-0.006326,-0.376738,-0.060642,-0.455165,6
-3.498799,0.611647,0.064919,0.455102,-4.922215,-0.474083,0.295677,0.789352,-1.900349,-0.466015,1
0.204355,-0.448263,0.349432,0.689659,0.261718,2.141982,0.710932,-1.291883,-0.65309,1.593556,1
-0.042522,0.540986,0.253409,-0.836378,0.261718,0.439463,0.484429,0.905107,0.18881,0.24513,1
-0.128929,0.572391,-0.031104,0.319399,0.261718,-0.557133,0.52218,-0.531148,-0.403638,-0.670542,7
0.327793,0.50173,0.050694,-1.018301,0.261718,-0.557133,1.050686,-0.018057,0.126447,-0.902024,7
-0.252367,-0.401156,0.466793,0.631147,0.261718,0.107265,-0.044076,-0.260963,0.874802,0.255762,5
4.462983,-0.181323,0.306755,-2.963951,0.261718,-1.180006,0.408929,1.922124,-3.241152,-1.152193,6
-0.079554,-0.291239,0.388552,0.855618,0.261718,-0.058835,0.069175,0.699031,-0.060642,0.013057,6
-0.375806,-0.275537,0.449011,0.55685,0.17234,4.218225,0.408929,-2.182603,-3.022882,3.647618,4
-0.091897,-0.142067,0.324537,0.65821,0.17234,-0.640182,-0.044076,1.153527,0.469443,-0.440361,6
0.241386,0.23479,0.121822,1.037988,0.261718,0.937762,0.748682,0.385589,-0.466001,0.529787,1
0.290762,-0.267686,0.324537,-0.396177,-1.078955,-0.515608,0.220177,-0.480726,-0.060642,-0.469197,1
0.31545,-0.236281,0.37077,0.812174,0.261718,-0.349509,0.52218,0.924444,0.18881,-0.471198,1
0.229043,-0.008597,0.175168,0.087408,0.17234,0.356414,0.710932,-0.063101,0.095265,0.044376,1
0.006853,-0.267686,0.40989,0.565443,0.17234,0.397939,-2.837607,-0.649815,-0.840179,-1.391258,6
0.142636,0.203385,-0.006209,-0.834827,0.261718,1.186911,3.617714,-1.421772,-1.245538,-0.633243,1
-0.042522,0.187683,0.224957,0.290963,0.261718,-0.224934,-0.34608,-0.651659,-0.372457,0.110293,1
-0.264711,-0.448263,0.431229,-1.121421,0.261718,-0.349509,0.069175,0.817058,0.313536,-0.224912,6
0.043885,0.187683,0.303198,-0.717056,-1.79398,0.06574,0.597681,1.755618,0.781258,-0.143998,1
0.340137,-0.29909,0.719297,-0.434818,0.17234,-0.183409,0.257927,-0.514761,0.001721,-0.15879,4
0.15498,-0.471816,0.50947,1.205082,0.261718,0.273364,0.257927,0.487773,-0.278912,0.224768,1
-0.277055,0.038511,0.42056,3.987152,0.17234,2.017408,0.52218,1.843162,1.966154,1.60343,11
0.006853,0.164129,0.125378,0.58451,0.261718,-0.183409,0.069175,1.616099,0.656532,-0.094271,1
0.031541,0.195534,0.246296,0.627208,0.261718,0.190314,0.144676,0.523458,0.375899,0.203347,8
0.15498,-0.322644,0.175168,0.126526,0.17234,0.854712,0.220177,-0.662027,-0.43482,0.773446,1
0.883267,-0.314793,0.086258,-1.337837,0.976743,-0.930856,-1.101088,1.001388,1.966154,-0.095151,9
0.019197,-0.040001,0.288973,-0.042597,0.261718,-0.307984,-0.119577,-0.699635,-0.808997,-0.099671,6
-0.042522,0.752968,-0.109344,1.041241,-1.347089,1.020811,0.220177,0.20291,-0.185368,0.920265,6
0.117948,0.242641,0.082701,-0.424583,-0.900198,1.186911,-0.081827,-0.729244,0.126447,1.266428,7
0.364825,0.195534,0.175168,-0.027618,0.261718,-0.349509,0.295677,0.213141,0.531806,-0.355324,1
-0.22768,0.109171,0.413447,0.118917,0.17234,0.024215,1.050686,-0.290067,0.375899,-0.411405,4
0.340137,-0.29909,0.719297,-0.434818,0.17234,1.477585,0.446679,-0.823952,-0.65309,1.185888,4
11.819916,0.203385,0.395665,-2.941364,-0.900198,0.480988,0.371178,-0.973392,-0.216549,0.350178,8
4.462983,-0.181323,0.306755,-2.963951,0.261718,-1.138481,0.396345,1.68184,-3.282727,-1.109204,6
-0.215336,-0.110662,0.68729,2.04189,0.708609,0.14879,-1.403091,1.435478,0.968347,1.170446,12
0.167323,-0.322644,0.306755,-0.543548,0.261718,-0.847807,0.031425,0.045179,-0.43482,-0.675328,6
0.463576,0.109171,0.224957,-1.411178,0.261718,1.186911,0.144676,-0.63869,0.095265,1.114136,1
-0.153617,-0.267686,-3.210528,-0.351778,-0.006417,0.647088,0.182426,0.001747,0.282354,0.608749,1
0.15498,-0.448263,0.356544,-0.003837,0.261718,-0.432558,0.106925,0.052265,0.126447,-0.319038,6
0.204355,-0.448263,0.349432,0.689659,0.261718,-0.141884,0.408929,0.526176,0.313536,-0.220753,1
0.043885,-0.173471,0.285416,-0.775121,0.17234,0.647088,0.861934,0.414537,-0.091823,0.215474,6
0.303106,-0.03215,0.367214,-0.350585,0.17234,0.688613,0.597681,0.000853,0.18881,0.397893,1
0.870923,-0.236281,0.025799,-1.94155,0.976743,-1.30458,-1.101088,0.039665,0.874802,-0.500673,9
-0.030178,0.305451,-3.203415,-0.130828,0.17234,0.564038,-0.34608,1.379425,0.656532,0.875794,1
-0.240024,-0.534626,0.075589,-0.617039,0.17234,0.647088,-2.686605,-1.57593,-0.341275,-1.222016,5
0.130292,0.336855,0.100483,0.382834,0.17234,-0.266459,0.031425,0.958713,0.375899,-0.13621,1
-0.042522,0.2976,0.079145,1.500568,0.351096,-0.391033,0.295677,1.686324,0.18881,-0.393949,6
-0.240024,-0.424709,0.089814,1.094532,0.261718,0.730137,-0.119577,0.476977,0.500624,0.882749,1
0.006853,0.462474,-0.016878,0.649795,-1.347089,0.273364,0.031425,0.295366,0.219991,0.360823,6
0.031541,0.203385,0.086258,0.045008,0.17234,-0.01731,0.484429,-0.226443,0.064084,-0.145095,6
0.117948,-0.220579,0.367214,0.914608,0.261718,0.190314,-0.270579,0.914174,0.562987,0.461158,1
0.377169,0.022808,0.139604,1.070691,0.976743,-0.266459,-0.610333,-0.304124,0.500624,0.244166,9
0.031541,-0.09496,-0.031104,0.803253,0.261718,0.107265,0.371178,0.706487,0.064084,0.012755,1
-0.054866,-0.330495,-3.210528,-0.267456,0.261718,1.26996,0.144676,0.138994,0.126447,1.190107,6
0.068573,0.148427,0.111153,0.179577,0.261718,0.771662,0.824183,-0.311851,-0.091823,0.34591,1
1.019049,0.030659,0.335206,-2.318136,-4.654081,-1.470679,0.144676,-2.028037,-1.183175,-1.285088,1
0.019197,-0.016448,-3.210528,-0.310423,0.261718,0.314889,-0.044076,0.6177,0.157628,0.446692,1
-0.116585,-0.338346,0.584154,1.143884,0.797987,2.058932,-0.38383,-0.93163,-0.466001,2.306883,12
0.512951,-0.416858,0.125378,0.549719,0.976743,-0.266459,-1.32759,0.931065,1.654339,0.729445,9
0.352481,-0.448263,0.196506,-0.528002,0.976743,-1.055431,-1.32759,0.398888,1.342524,-0.093523,9
-0.017834,0.23479,-0.180472,0.621032,0.261718,0.647088,0.597681,0.410771,0.001721,0.3628,6
0.031541,0.140576,0.399221,-0.817372,0.261718,-0.723232,0.182426,0.84356,0.656532,-0.628855,8
0.266074,0.211237,0.114709,0.937882,0.261718,1.394535,0.635431,-0.106727,-0.43482,1.025627,1
0.167323,0.588093,-0.002652,-0.309259,0.261718,0.896237,-0.006326,1.103163,0.126447,0.955611,6
0.031541,-0.118513,0.374326,-0.066706,0.261718,-0.640182,0.295677,0.696158,0.438262,-0.616872,1
-0.042522,0.407516,-3.210528,-0.636404,0.261718,0.564038,0.484429,-0.650106,-0.216549,0.358761,1
0.105604,0.556689,-0.031104,0.619301,0.17234,-0.764757,-0.081827,-0.318084,-0.372457,-0.540599,1
-0.38815,0.321153,0.107596,0.886232,0.351096,1.477585,0.295677,-0.65894,-0.684271,1.276989,6
0.043885,0.007106,1.348781,-1.249397,-0.185173,0.356414,0.106925,1.993399,1.217798,0.39899,5
-0.264711,-0.09496,0.01513,-0.597346,0.261718,-0.391033,0.295677,-0.311696,0.375899,-0.380833,5
